"age","workclass","fnlwgt","education","educationnum","maritalstatus","occupation","relationship","race","sex","capitalgain","capitalloss","hoursperweek","nativecountry","income","native.country"
41," Local-gov",170924," Some-college",10," Never-married"," Prof-specialty"," Other-relative"," White"," Male",0,0,7," United-States"," <=50K"," United-States"
35," Private",186035," Assoc-voc",11," Never-married"," Tech-support"," Not-in-family"," White"," Male",0,0,40," United-States"," <=50K"," United-States"
73," Private",284680," HS-grad",9," Divorced"," Other-service"," Not-in-family"," White"," Female",0,0,20," United-States"," <=50K"," United-States"
20," Private",62865," HS-grad",9," Never-married"," Priv-house-serv"," Not-in-family"," White"," Female",0,0,45," United-States"," <=50K"," United-States"
19," Private",86860," Some-college",10," Never-married"," Exec-managerial"," Own-child"," White"," Male",0,0,15," United-States"," <=50K"," United-States"
60," Private",130684," Some-college",10," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,55," United-States"," <=50K"," United-States"
46," Private",164682," Assoc-voc",11," Separated"," Prof-specialty"," Not-in-family"," White"," Male",0,0,40," United-States"," <=50K"," United-States"
42," Private",198316," Assoc-voc",11," Divorced"," Craft-repair"," Not-in-family"," White"," Male",0,0,35," United-States"," <=50K"," United-States"
58," Private",280309," Assoc-acdm",12," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",5178,0,60," United-States"," >50K"," United-States"
47," Private",97176," HS-grad",9," Divorced"," Adm-clerical"," Unmarried"," White"," Female",0,0,40," United-States"," <=50K"," United-States"
58," Private",95835," Some-college",10," Married-civ-spouse"," Tech-support"," Husband"," White"," Male",0,0,36," United-States"," <=50K"," United-States"
28," Private",65171," Some-college",10," Married-civ-spouse"," Tech-support"," Husband"," White"," Male",0,0,70," United-States"," <=50K"," United-States"
37," Private",25864," HS-grad",9," Separated"," Prof-specialty"," Unmarried"," Amer-Indian-Eskimo"," Female",0,0,40," United-States"," <=50K"," United-States"
45," Private",131826," Some-college",10," Married-civ-spouse"," Handlers-cleaners"," Husband"," White"," Male",0,0,40," United-States"," <=50K"," United-States"
26," Private",164737," Some-college",10," Never-married"," Sales"," Not-in-family"," White"," Female",0,0,40," United-States"," <=50K"," United-States"
27," Private",208725," Bachelors",13," Never-married"," Craft-repair"," Own-child"," White"," Male",0,0,40," United-States"," <=50K"," United-States"
58," Private",114495," HS-grad",9," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,40," United-States"," <=50K"," United-States"
40," Private",141537," 10th",6," Divorced"," Machine-op-inspct"," Not-in-family"," Black"," Female",0,0,40," United-States"," <=50K"," United-States"
44," Private",123572," 9th",5," Married-civ-spouse"," Machine-op-inspct"," Husband"," Black"," Male",0,0,40," United-States"," <=50K"," United-States"
19," Private",170800," HS-grad",9," Never-married"," Craft-repair"," Own-child"," White"," Male",0,0,60," United-States"," <=50K"," United-States"
67," ?",163726," 5th-6th",3," Married-civ-spouse"," ?"," Husband"," White"," Male",0,0,49," United-States"," <=50K"," United-States"
35," Private",172694," HS-grad",9," Married-civ-spouse"," Machine-op-inspct"," Husband"," Black"," Male",0,0,40," United-States"," <=50K"," United-States"
17," Private",29571," 12th",8," Never-married"," Handlers-cleaners"," Own-child"," White"," Male",0,0,15," United-States"," <=50K"," United-States"
40," Private",145160," Doctorate",16," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,40," United-States"," >50K"," United-States"
52," Local-gov",255927," Some-college",10," Widowed"," Adm-clerical"," Not-in-family"," White"," Female",0,0,24," United-States"," <=50K"," United-States"
30," Private",216811," HS-grad",9," Married-civ-spouse"," Craft-repair"," Husband"," Amer-Indian-Eskimo"," Male",0,0,40," United-States"," <=50K"," United-States"
28," Private",120471," HS-grad",9," Never-married"," Transport-moving"," Not-in-family"," Other"," Male",0,0,40," United-States"," <=50K"," United-States"
46," State-gov",298786," Some-college",10," Never-married"," Other-service"," Own-child"," Black"," Female",0,0,40," United-States"," <=50K"," United-States"
18," Self-emp-not-inc",207438," HS-grad",9," Married-civ-spouse"," Other-service"," Wife"," White"," Female",0,0,40," United-States"," <=50K"," United-States"
17," Private",148522," 11th",7," Never-married"," Other-service"," Own-child"," White"," Male",0,1721,15," United-States"," <=50K"," United-States"
41," Private",120277," Bachelors",13," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,40," United-States"," >50K"," United-States"
23," Federal-gov",41356," Assoc-acdm",12," Never-married"," Exec-managerial"," Unmarried"," White"," Female",0,0,32," United-States"," <=50K"," United-States"
37," Private",109133," Assoc-acdm",12," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,1977,45," United-States"," >50K"," United-States"
48," Private",210424," HS-grad",9," Separated"," Adm-clerical"," Unmarried"," White"," Female",914,0,40," United-States"," <=50K"," United-States"
73," Private",198526," HS-grad",9," Widowed"," Other-service"," Other-relative"," White"," Female",0,0,32," United-States"," <=50K"," United-States"
69," ?",337720," HS-grad",9," Married-civ-spouse"," ?"," Husband"," White"," Male",0,0,24," United-States"," <=50K"," United-States"
56," Private",134756," HS-grad",9," Never-married"," Other-service"," Not-in-family"," Black"," Female",0,0,40," United-States"," <=50K"," United-States"
23," Private",139187," 11th",7," Never-married"," Handlers-cleaners"," Own-child"," White"," Male",0,0,50," United-States"," <=50K"," United-States"
54," Self-emp-inc",172175," Some-college",10," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",0,0,40," United-States"," >50K"," United-States"
30," Private",119164," Bachelors",13," Never-married"," Other-service"," Unmarried"," White"," Male",0,0,40," ?"," <=50K"," ?"
25," Self-emp-not-inc",191803," Assoc-acdm",12," Never-married"," Sales"," Not-in-family"," White"," Male",0,0,50," United-States"," <=50K"," United-States"
53," Private",133436," 7th-8th",4," Divorced"," Machine-op-inspct"," Not-in-family"," White"," Female",0,0,40," United-States"," <=50K"," United-States"
67," Self-emp-inc",73559," HS-grad",9," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",9386,0,50," United-States"," >50K"," United-States"
31," Private",117963," HS-grad",9," Never-married"," Handlers-cleaners"," Not-in-family"," White"," Male",0,0,60," United-States"," <=50K"," United-States"
18," Private",308889," 11th",7," Never-married"," Adm-clerical"," Other-relative"," Asian-Pac-Islander"," Female",0,0,20," United-States"," <=50K"," United-States"
32," Private",178835," HS-grad",9," Never-married"," Adm-clerical"," Not-in-family"," White"," Male",0,0,40," United-States"," <=50K"," United-States"
29," Private",118230," HS-grad",9," Never-married"," Sales"," Not-in-family"," White"," Female",0,0,35," United-States"," <=50K"," United-States"
48," Private",149640," Masters",14," Never-married"," Exec-managerial"," Not-in-family"," White"," Male",0,0,40," United-States"," <=50K"," United-States"
32," Private",30271," Some-college",10," Divorced"," Exec-managerial"," Unmarried"," White"," Female",0,0,30," United-States"," <=50K"," United-States"
42," Private",373469," HS-grad",9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,40," United-States"," >50K"," United-States"
65," Self-emp-not-inc",139960," HS-grad",9," Married-civ-spouse"," Farming-fishing"," Husband"," White"," Male",10605,0,60," United-States"," >50K"," United-States"
23," Private",377121," Some-college",10," Never-married"," Other-service"," Unmarried"," White"," Female",0,0,25," United-States"," <=50K"," United-States"
21," Private",400635," Some-college",10," Never-married"," Other-service"," Not-in-family"," White"," Female",0,0,20," ?"," <=50K"," ?"
28," ?",78388," 10th",6," Never-married"," ?"," Own-child"," White"," Female",0,0,38," United-States"," <=50K"," United-States"
45," Private",266860," Masters",14," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",15024,0,50," United-States"," >50K"," United-States"
68," Private",192829," Assoc-acdm",12," Divorced"," Exec-managerial"," Not-in-family"," White"," Female",0,0,43," United-States"," <=50K"," United-States"
26," Private",381618," 9th",5," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,45," United-States"," <=50K"," United-States"
35," State-gov",226789," Masters",14," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,75," United-States"," <=50K"," United-States"
18," Private",92112," HS-grad",9," Never-married"," Other-service"," Own-child"," White"," Female",0,0,30," United-States"," <=50K"," United-States"
46," ?",177305," Assoc-voc",11," Married-civ-spouse"," ?"," Wife"," Black"," Female",0,0,35," United-States"," >50K"," United-States"
38," Private",183279," Some-college",10," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,43," United-States"," <=50K"," United-States"
60," Private",125019," Bachelors",13," Divorced"," Prof-specialty"," Not-in-family"," White"," Female",8614,0,48," United-States"," >50K"," United-States"
45," Private",116360," HS-grad",9," Divorced"," Other-service"," Not-in-family"," Black"," Female",0,0,35," United-States"," <=50K"," United-States"
50," Self-emp-not-inc",163948," HS-grad",9," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",0,0,40," United-States"," >50K"," United-States"
22," Private",107882," Bachelors",13," Never-married"," Exec-managerial"," Own-child"," White"," Female",0,0,35," United-States"," <=50K"," United-States"
32," Self-emp-not-inc",182691," HS-grad",9," Never-married"," Other-service"," Unmarried"," White"," Male",0,0,60," United-States"," <=50K"," United-States"
27," Private",203776," Assoc-acdm",12," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,55," United-States"," <=50K"," United-States"
40," Private",99604," Masters",14," Married-civ-spouse"," Prof-specialty"," Wife"," White"," Female",15024,0,24," United-States"," >50K"," United-States"
53," Self-emp-not-inc",257126," 12th",8," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,45," United-States"," <=50K"," United-States"
31," Private",164870," 11th",7," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,40," Mexico"," <=50K"," Mexico"
37," Private",220314," HS-grad",9," Divorced"," Adm-clerical"," Unmarried"," White"," Female",0,0,40," Mexico"," <=50K"," Mexico"
28," Private",334368," Assoc-voc",11," Never-married"," Prof-specialty"," Not-in-family"," White"," Female",4650,0,40," United-States"," <=50K"," United-States"
31," Private",196227," HS-grad",9," Separated"," Other-service"," Not-in-family"," White"," Female",0,0,40," United-States"," <=50K"," United-States"
30," Private",236993," Some-college",10," Never-married"," Adm-clerical"," Unmarried"," White"," Female",0,0,30," United-States"," <=50K"," United-States"
25," Private",185287," Some-college",10," Never-married"," Adm-clerical"," Not-in-family"," White"," Male",0,0,40," United-States"," <=50K"," United-States"
26," Private",167848," HS-grad",9," Never-married"," Machine-op-inspct"," Not-in-family"," Black"," Male",0,0,40," United-States"," <=50K"," United-States"
19," Private",445728," HS-grad",9," Never-married"," Craft-repair"," Not-in-family"," White"," Male",0,0,40," United-States"," <=50K"," United-States"
24," Private",235722," HS-grad",9," Never-married"," Other-service"," Not-in-family"," White"," Male",0,0,40," United-States"," <=50K"," United-States"
49," Private",411273," 10th",6," Divorced"," Machine-op-inspct"," Not-in-family"," Black"," Male",0,0,40," United-States"," <=50K"," United-States"
52," Private",108914," HS-grad",9," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,40," United-States"," >50K"," United-States"
35," Self-emp-not-inc",61343," HS-grad",9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,90," United-States"," <=50K"," United-States"
48," Local-gov",81154," Assoc-voc",11," Never-married"," Protective-serv"," Unmarried"," White"," Male",0,0,48," United-States"," <=50K"," United-States"
48," Private",148995," Masters",14," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,55," United-States"," >50K"," United-States"
45," Self-emp-inc",32356," Bachelors",13," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,51," United-States"," <=50K"," United-States"
41," Private",217455," HS-grad",9," Divorced"," Adm-clerical"," Unmarried"," White"," Female",0,0,40," United-States"," <=50K"," United-States"
59," Private",146391," Doctorate",16," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,50," United-States"," >50K"," United-States"
90," Private",84553," HS-grad",9," Married-civ-spouse"," Machine-op-inspct"," Husband"," White"," Male",0,0,40," United-States"," <=50K"," United-States"
44," Private",225879," Some-college",10," Married-civ-spouse"," Adm-clerical"," Wife"," Other"," Female",0,0,30," Mexico"," >50K"," Mexico"
17," Private",143791," 10th",6," Never-married"," Other-service"," Own-child"," Black"," Female",0,0,12," United-States"," <=50K"," United-States"
29," Private",118337," HS-grad",9," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",0,0,60," United-States"," <=50K"," United-States"
30," Private",187279," HS-grad",9," Married-civ-spouse"," Handlers-cleaners"," Husband"," White"," Male",0,0,44," United-States"," <=50K"," United-States"
56," Private",178202," Some-college",10," Married-civ-spouse"," Machine-op-inspct"," Husband"," White"," Male",0,0,40," United-States"," <=50K"," United-States"
38," State-gov",142022," HS-grad",9," Married-civ-spouse"," Adm-clerical"," Wife"," Black"," Female",0,0,40," United-States"," <=50K"," United-States"
21," Private",216181," Some-college",10," Never-married"," Sales"," Own-child"," White"," Male",0,0,35," United-States"," <=50K"," United-States"
31," Private",198953," Some-college",10," Separated"," Adm-clerical"," Unmarried"," Black"," Female",0,0,38," United-States"," <=50K"," United-States"
38," Private",66326," HS-grad",9," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",0,0,99," United-States"," <=50K"," United-States"
27," Self-emp-not-inc",208577," HS-grad",9," Never-married"," Craft-repair"," Not-in-family"," White"," Male",0,2258,50," United-States"," <=50K"," United-States"
43," Private",216697," Some-college",10," Married-civ-spouse"," Protective-serv"," Husband"," Other"," Male",0,0,32," United-States"," <=50K"," United-States"
32," Local-gov",118457," Bachelors",13," Never-married"," Prof-specialty"," Not-in-family"," White"," Male",0,0,55," United-States"," <=50K"," United-States"
20," Private",298635," Some-college",10," Never-married"," Sales"," Own-child"," Asian-Pac-Islander"," Male",0,0,30," Philippines"," <=50K"," Philippines"
54," ?",185936," 9th",5," Divorced"," ?"," Not-in-family"," White"," Female",0,0,15," United-States"," <=50K"," United-States"
24," Private",161198," Bachelors",13," Never-married"," Prof-specialty"," Not-in-family"," White"," Male",0,0,25," United-States"," <=50K"," United-States"
28," ?",113635," 11th",7," Never-married"," ?"," Not-in-family"," White"," Male",0,0,30," United-States"," <=50K"," United-States"
23," Private",214542," Some-college",10," Never-married"," Farming-fishing"," Own-child"," White"," Male",0,0,40," United-States"," <=50K"," United-States"
38," Private",161141," Some-college",10," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,48," United-States"," >50K"," United-States"
52," Self-emp-not-inc",237868," Some-college",10," Never-married"," Adm-clerical"," Unmarried"," White"," Male",0,0,5," United-States"," <=50K"," United-States"
30," Private",323069," Bachelors",13," Never-married"," Sales"," Not-in-family"," White"," Female",0,0,40," United-States"," <=50K"," United-States"
34," Private",181091," HS-grad",9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",7688,0,40," United-States"," >50K"," United-States"
36," Federal-gov",192443," Some-college",10," Never-married"," Exec-managerial"," Not-in-family"," Black"," Male",13550,0,40," United-States"," >50K"," United-States"
29," ?",256211," 1st-4th",2," Never-married"," ?"," Own-child"," Asian-Pac-Islander"," Male",0,0,40," Philippines"," <=50K"," Philippines"
55," Private",205422," 10th",6," Married-civ-spouse"," Other-service"," Wife"," Black"," Female",0,0,40," United-States"," <=50K"," United-States"
43," Local-gov",196308," HS-grad",9," Divorced"," Exec-managerial"," Unmarried"," Amer-Indian-Eskimo"," Female",0,0,40," United-States"," <=50K"," United-States"
47," Private",199058," Some-college",10," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,40," United-States"," >50K"," United-States"
19," Private",29083," HS-grad",9," Never-married"," Sales"," Own-child"," Amer-Indian-Eskimo"," Female",0,0,25," United-States"," <=50K"," United-States"
55," Local-gov",107308," Masters",14," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,40," United-States"," >50K"," United-States"
44," Private",111891," Some-college",10," Separated"," Sales"," Other-relative"," Black"," Female",0,0,35," United-States"," <=50K"," United-States"
44," Local-gov",193425," Masters",14," Married-civ-spouse"," Prof-specialty"," Wife"," White"," Female",4386,0,40," United-States"," >50K"," United-States"
28," Federal-gov",188278," Bachelors",13," Never-married"," Protective-serv"," Not-in-family"," White"," Male",0,0,50," United-States"," <=50K"," United-States"
43," State-gov",114508," HS-grad",9," Divorced"," Exec-managerial"," Unmarried"," White"," Female",0,0,40," United-States"," <=50K"," United-States"
28," Private",163320," HS-grad",9," Never-married"," Transport-moving"," Own-child"," White"," Male",0,0,40," United-States"," <=50K"," United-States"
41," Private",315834," Bachelors",13," Never-married"," Prof-specialty"," Not-in-family"," White"," Female",0,1876,40," United-States"," <=50K"," United-States"
40," Private",164647," Some-college",10," Divorced"," Prof-specialty"," Unmarried"," Black"," Female",0,0,38," United-States"," <=50K"," United-States"
44," Private",216907," HS-grad",9," Divorced"," Other-service"," Not-in-family"," White"," Male",0,0,37," United-States"," <=50K"," United-States"
35," Local-gov",331395," Assoc-voc",11," Married-civ-spouse"," Protective-serv"," Husband"," White"," Male",0,0,42," United-States"," <=50K"," United-States"
40," Private",171424," HS-grad",9," Divorced"," Transport-moving"," Not-in-family"," White"," Male",0,0,40," United-States"," <=50K"," United-States"
39," Private",70240," Some-college",10," Married-civ-spouse"," Sales"," Wife"," Asian-Pac-Islander"," Female",0,0,40," Philippines"," <=50K"," Philippines"
18," Self-emp-not-inc",87169," HS-grad",9," Never-married"," Farming-fishing"," Own-child"," Asian-Pac-Islander"," Male",0,0,40," United-States"," <=50K"," United-States"
43," Private",253759," HS-grad",9," Divorced"," Adm-clerical"," Unmarried"," Black"," Female",0,0,45," United-States"," <=50K"," United-States"
63," Private",137843," Some-college",10," Married-civ-spouse"," Sales"," Husband"," White"," Male",7298,0,48," United-States"," >50K"," United-States"
23," Private",399022," HS-grad",9," Never-married"," Other-service"," Own-child"," White"," Male",0,0,35," United-States"," <=50K"," United-States"
48," Private",164423," HS-grad",9," Divorced"," Machine-op-inspct"," Unmarried"," White"," Female",0,0,40," United-States"," <=50K"," United-States"
43," Private",124436," Some-college",10," Married-civ-spouse"," Prof-specialty"," Wife"," White"," Female",0,0,40," United-States"," >50K"," United-States"
18," Private",60981," 10th",6," Never-married"," Other-service"," Own-child"," White"," Female",0,0,30," United-States"," <=50K"," United-States"
57," Private",197642," Some-college",10," Widowed"," Other-service"," Not-in-family"," White"," Female",0,0,40," United-States"," <=50K"," United-States"
38," Private",305597," HS-grad",9," Never-married"," Transport-moving"," Unmarried"," White"," Male",0,0,40," United-States"," <=50K"," United-States"
47," Federal-gov",229646," HS-grad",9," Married-spouse-absent"," Adm-clerical"," Not-in-family"," Black"," Female",0,0,40," Puerto-Rico"," <=50K"," Puerto-Rico"
28," Self-emp-not-inc",51461," HS-grad",9," Married-civ-spouse"," Farming-fishing"," Husband"," White"," Male",0,0,40," United-States"," <=50K"," United-States"
50," Private",204447," Masters",14," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",15024,0,65," United-States"," >50K"," United-States"
27," Private",38918," HS-grad",9," Never-married"," Transport-moving"," Not-in-family"," White"," Male",0,1876,75," United-States"," <=50K"," United-States"
19," Private",188864," HS-grad",9," Never-married"," Sales"," Unmarried"," Black"," Female",0,0,20," United-States"," <=50K"," United-States"
21," Private",43475," HS-grad",9," Never-married"," Protective-serv"," Not-in-family"," White"," Male",0,0,40," United-States"," <=50K"," United-States"
24," Private",183751," 11th",7," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,65," United-States"," <=50K"," United-States"
52," Private",208302," HS-grad",9," Divorced"," Other-service"," Other-relative"," White"," Male",0,0,30," United-States"," <=50K"," United-States"
36," Private",184655," HS-grad",9," Married-civ-spouse"," Machine-op-inspct"," Husband"," White"," Male",0,0,48," United-States"," <=50K"," United-States"
69," Private",269499," HS-grad",9," Widowed"," Handlers-cleaners"," Not-in-family"," White"," Female",0,0,8," United-States"," <=50K"," United-States"
46," Local-gov",33373," Bachelors",13," Divorced"," Prof-specialty"," Unmarried"," White"," Female",0,0,40," United-States"," <=50K"," United-States"
39," Private",147258," 10th",6," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,40," United-States"," <=50K"," United-States"
80," Self-emp-not-inc",562336," HS-grad",9," Married-civ-spouse"," Farming-fishing"," Husband"," White"," Male",0,0,20," United-States"," <=50K"," United-States"
38," Self-emp-not-inc",334366," Some-college",10," Married-civ-spouse"," Farming-fishing"," Wife"," White"," Female",0,0,15," United-States"," <=50K"," United-States"
52," State-gov",142757," HS-grad",9," Married-civ-spouse"," Protective-serv"," Husband"," Black"," Male",0,0,40," United-States"," >50K"," United-States"
43," Private",96483," HS-grad",9," Divorced"," Other-service"," Own-child"," Asian-Pac-Islander"," Female",0,0,40," South"," <=50K"," South"
30," Private",393965," Assoc-acdm",12," Divorced"," Adm-clerical"," Not-in-family"," White"," Female",0,0,25," United-States"," <=50K"," United-States"
54," Private",183248," HS-grad",9," Divorced"," Transport-moving"," Not-in-family"," Black"," Male",0,0,40," United-States"," <=50K"," United-States"
41," Self-emp-not-inc",32533," Assoc-voc",11," Married-civ-spouse"," Farming-fishing"," Husband"," White"," Male",0,0,45," United-States"," <=50K"," United-States"
70," ?",346053," HS-grad",9," Married-civ-spouse"," ?"," Husband"," White"," Male",0,0,40," United-States"," <=50K"," United-States"
58," Self-emp-not-inc",147653," 10th",6," Married-civ-spouse"," Craft-repair"," Wife"," White"," Female",0,1977,35," ?"," >50K"," ?"
24," Local-gov",111450," 10th",6," Never-married"," Craft-repair"," Unmarried"," Black"," Male",0,0,65," Haiti"," <=50K"," Haiti"
52," Private",404453," HS-grad",9," Never-married"," Adm-clerical"," Unmarried"," Black"," Female",0,0,40," United-States"," <=50K"," United-States"
39," Self-emp-not-inc",163204," HS-grad",9," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,40," United-States"," <=50K"," United-States"
33," Self-emp-not-inc",192256," Bachelors",13," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,50," United-States"," <=50K"," United-States"
40," Federal-gov",199303," Assoc-acdm",12," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,40," United-States"," >50K"," United-States"
34," Federal-gov",345259," Doctorate",16," Never-married"," Prof-specialty"," Not-in-family"," White"," Female",0,0,99," United-States"," <=50K"," United-States"
43," Private",180138," HS-grad",9," Never-married"," Craft-repair"," Not-in-family"," White"," Male",0,0,45," United-States"," <=50K"," United-States"
38," Private",166585," HS-grad",9," Never-married"," Exec-managerial"," Own-child"," White"," Female",0,0,40," United-States"," <=50K"," United-States"
18," Private",378707," 10th",6," Never-married"," Sales"," Own-child"," White"," Female",0,0,20," United-States"," <=50K"," United-States"
37," Private",116358," HS-grad",9," Never-married"," Craft-repair"," Other-relative"," Amer-Indian-Eskimo"," Male",27828,0,48," United-States"," >50K"," United-States"
57," Private",29375," HS-grad",9," Separated"," Sales"," Not-in-family"," Amer-Indian-Eskimo"," Female",0,0,35," United-States"," <=50K"," United-States"
36," Local-gov",137314," Some-college",10," Married-civ-spouse"," Protective-serv"," Husband"," White"," Male",0,0,60," United-States"," >50K"," United-States"
66," Private",151793," 7th-8th",4," Widowed"," Other-service"," Not-in-family"," Black"," Female",0,0,10," United-States"," <=50K"," United-States"
33," Private",295589," Bachelors",13," Never-married"," Prof-specialty"," Not-in-family"," Black"," Male",0,0,50," United-States"," >50K"," United-States"
32," Self-emp-not-inc",337696," Some-college",10," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,50," United-States"," <=50K"," United-States"
40," Private",183765," HS-grad",9," Married-civ-spouse"," Other-service"," Husband"," White"," Male",0,0,40," United-States"," <=50K"," United-States"
34," Local-gov",22641," HS-grad",9," Never-married"," Protective-serv"," Not-in-family"," Amer-Indian-Eskimo"," Male",0,0,40," United-States"," <=50K"," United-States"
35," Private",204590," Assoc-voc",11," Married-civ-spouse"," Other-service"," Wife"," Black"," Female",0,0,40," United-States"," >50K"," United-States"
41," Private",190591," HS-grad",9," Separated"," Other-service"," Unmarried"," Black"," Female",0,0,20," United-States"," <=50K"," United-States"
63," Private",339755," Bachelors",13," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,50," ?"," >50K"," ?"
40," State-gov",166327," Some-college",10," Divorced"," Adm-clerical"," Not-in-family"," Black"," Female",0,0,35," United-States"," <=50K"," United-States"
30," Private",158420," Bachelors",13," Never-married"," Machine-op-inspct"," Not-in-family"," White"," Male",0,0,25," United-States"," <=50K"," United-States"
32," Self-emp-not-inc",37232," Prof-school",15," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",7688,0,45," United-States"," >50K"," United-States"
50," Private",177705," Bachelors",13," Divorced"," Other-service"," Not-in-family"," White"," Male",0,0,40," United-States"," <=50K"," United-States"
32," Self-emp-not-inc",129497," Some-college",10," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,55," United-States"," >50K"," United-States"
37," Private",281751," Some-college",10," Divorced"," Other-service"," Unmarried"," White"," Female",0,0,30," United-States"," <=50K"," United-States"
47," Self-emp-inc",96798," HS-grad",9," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,80," United-States"," >50K"," United-States"
34," Private",430554," Some-college",10," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,50," United-States"," >50K"," United-States"
48," Private",108557," Bachelors",13," Married-civ-spouse"," Tech-support"," Wife"," White"," Female",99999,0,40," United-States"," >50K"," United-States"
61," ?",226989," HS-grad",9," Divorced"," ?"," Not-in-family"," White"," Male",4865,0,40," United-States"," <=50K"," United-States"
52," Self-emp-inc",260938," Some-college",10," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,60," United-States"," >50K"," United-States"
20," ?",117618," Some-college",10," Never-married"," ?"," Own-child"," White"," Male",0,0,40," United-States"," <=50K"," United-States"
24," Private",172496," Masters",14," Never-married"," Tech-support"," Not-in-family"," White"," Male",0,0,50," United-States"," <=50K"," United-States"
29," Private",389713," Assoc-voc",11," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,40," United-States"," >50K"," United-States"
23," Private",174413," Bachelors",13," Never-married"," Exec-managerial"," Not-in-family"," White"," Female",0,0,40," United-States"," <=50K"," United-States"
23," Private",193090," Bachelors",13," Never-married"," Adm-clerical"," Own-child"," White"," Female",0,0,30," United-States"," <=50K"," United-States"
79," Private",172220," 7th-8th",4," Widowed"," Priv-house-serv"," Not-in-family"," White"," Female",2964,0,30," United-States"," <=50K"," United-States"
60," Private",163729," HS-grad",9," Divorced"," Tech-support"," Unmarried"," White"," Female",2597,0,40," United-States"," <=50K"," United-States"
53," Private",96827," Bachelors",13," Never-married"," Other-service"," Not-in-family"," White"," Male",0,0,40," Canada"," <=50K"," Canada"
58," Private",183893," Some-college",10," Divorced"," Adm-clerical"," Unmarried"," Black"," Female",0,0,40," United-States"," <=50K"," United-States"
55," ?",270228," Assoc-acdm",12," Married-civ-spouse"," ?"," Husband"," Black"," Male",7688,0,40," United-States"," >50K"," United-States"
43," Federal-gov",175669," Some-college",10," Married-civ-spouse"," Adm-clerical"," Wife"," White"," Female",0,0,40," United-States"," <=50K"," United-States"
34," Self-emp-inc",202450," HS-grad",9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,50," United-States"," <=50K"," United-States"
21," Private",136975," HS-grad",9," Never-married"," Other-service"," Own-child"," White"," Male",0,0,40," United-States"," <=50K"," United-States"
33," Private",240979," Some-college",10," Never-married"," Exec-managerial"," Not-in-family"," White"," Male",0,0,40," United-States"," <=50K"," United-States"
24," Private",388885," HS-grad",9," Never-married"," Machine-op-inspct"," Not-in-family"," White"," Male",0,0,48," United-States"," <=50K"," United-States"
77," Self-emp-inc",84979," Doctorate",16," Married-civ-spouse"," Farming-fishing"," Husband"," White"," Male",20051,0,40," United-States"," >50K"," United-States"
31," Private",179013," HS-grad",9," Separated"," Craft-repair"," Not-in-family"," Black"," Male",0,0,40," United-States"," <=50K"," United-States"
